"","ts_year","group_name","t","t_cf","x1","x2","x3","x4","x5","x6","y","te_true"
"1",1900,1,0,1,6.16387385533535,-0.751705567106977,0.25720750288013,0.573504217351551,20.9416199158354,-6.92661172618524,17.4648672923896,9.5941858464167
"2",1901,1,0,1,6.80451160970472,0.425797052500783,0.0522840716938597,0.685597125399562,20.5881411910544,-16.2683044917463,19.4221617365273,14.6951318905971
"3",1902,1,0,1,8.83662102268628,-0.30337262652818,0.910833872368473,0.303482033529628,14.4045983975429,24.657829862061,48.3557804060839,8.60398553709888
"4",1903,1,1,0,4.04053202438487,2.66616418110438,0.746507513665284,0.996414196191816,13.1164258498663,-18.5357518665813,27.4307725647939,9.97609540517838
"5",1904,1,0,1,6.58191578410186,1.89502398086622,0.891082119724505,1.08451567319277,22.0585790768494,-6.47266809378636,29.6686953723929,15.6685368491915
"6",1905,1,0,1,4.6860464181464,1.58343195568746,0.532965923562011,1.3542605069051,20.8575138688089,-7.349641506388,28.7762318249061,15.2318577974847
"7",1906,1,1,0,4.8308893318829,0.901403586056923,0.871925885814932,1.35087378834813,12.2441368116469,-10.4878492424946,29.8777922866421,15.7307833755688
"8",1907,1,1,0,3.31345902305937,1.90660314696358,0.373302224828563,0.666908924909225,5.59514194756312,-19.7652128838952,17.3600135787094,10.0904100824482
"9",1908,1,1,0,5.25865770555407,2.31990923890955,0.574644569658868,1.35014931633997,14.3919801717557,42.791855912018,94.3778782039738,15.2051244011286
"10",1909,1,1,0,4.2771016573264,1.80061348852291,0.970093941403437,0.635762361624854,15.4798584476856,28.6971156145041,69.9171536149333,7.12246532717141
"11",1910,1,0,1,6.44860271157384,-0.359323229514189,0.689687326777981,1.38728112376567,32.4972609040104,10.1130294836158,43.731678126273,16.689783416548
"12",1911,1,0,1,4.43449872563188,0.473526831086359,0.528082175532322,1.45173081209752,16.8497869651553,-23.3891071555821,-2.12279620690411,15.6141234823925
"13",1912,1,1,0,6.65633647783397,0.161400313771926,-0.961653950594442,1.65793174803408,12.7436358862752,4.86764797989802,59.7089518353561,18.3181868072086
"14",1913,1,0,1,6.84014728507852,-0.467407046573937,-2.26445119432187,1.24229873425614,24.8958175978571,5.6920624639276,43.9472678937723,17.3155620207299
"15",1914,1,0,1,4.79454769095828,1.43667810377924,-1.38372268214865,1.05096156093328,21.3634632749362,11.4914410444552,52.5659417251233,15.9890617953664
"16",1915,1,0,1,7.27384866537995,2.49441155153482,-0.805083339532177,1.57173224552513,19.0022395460146,-5.12289605455245,48.2194772764752,16.2522115849404
"17",1916,1,0,1,4.7358866110523,1.47443618674951,-2.26184388795873,-0.406948123785475,20.1144286630678,-40.5073639082456,-1.49717909504431,13.8820535543767
"18",1917,1,1,0,7.60140895885426,1.05497735423774,-2.46743258098053,-0.0552304350423008,10.5606160798651,19.9250976085501,62.4110181659069,7.52522546041494
"19",1918,1,0,1,4.02294677144237,-0.440991747898316,-0.510733141059,1.20233311761728,19.2560260367091,0.313101476731908,35.0743503648221,16.0166143027041
"20",1919,1,0,1,5.29512722548412,0.21581481021658,-2.39147484822086,-0.00658572589516142,17.3026424312318,3.56661246456467,32.8086671705747,7.42180921328902
"21",1920,1,0,1,4.06553841484881,2.68933640144475,-1.31081591635127,0.470801708731925,21.5382220913634,15.2492451911441,61.0190438056708,18.000416160739
"22",1921,1,0,1,6.5047473251685,2.18029031124111,-1.30008035220687,0.614717659766498,15.5229305070713,32.1240501027767,74.445947430623,9.93025594968585
"23",1922,1,0,1,2.6725138290617,2.5364939789739,-2.37597183573922,-0.0434465004329068,22.0912495387199,8.05392175535306,47.7105405490488,10.98167995409
"24",1923,1,1,0,5.6026866818371,1.85424551212562,-1.12158675319817,0.779660081502883,9.10301651009352,48.7934278207898,98.1403100801855,11.2398843840399
"25",1924,1,0,1,5.66254159930097,0.518636340657691,-1.98499858976413,0.6246986445189,17.1926179467577,-7.37815482008838,25.7542857087333,15.8179106146975
"26",1925,1,0,1,4.17202666264891,1.76120319743976,-1.22302938921477,-0.0198924555275947,32.5210006671016,35.7668975837951,72.3093294948184,13.260797210742
"27",1926,1,0,1,6.29617245124212,1.36260216115078,-1.36249174857449,-0.0773856451799936,21.1009122698778,32.9486402408059,67.5638136409718,11.0639598024945
"28",1927,1,0,1,4.87272499370227,3.76299888249483,-1.23682744424275,0.310003727589448,23.1940710600603,10.6849201351856,60.5172002193961,11.3959988517687
"29",1928,1,0,1,4.98481360767065,0.362046552903139,-1.53921197580219,0.395631449671758,24.0312323497525,28.7452083664006,63.7402897137353,17.4738223607833
"30",1929,1,0,1,4.37702735357783,0.195231391327285,-1.9121376511636,0.570792012763369,24.3672415392162,25.7321983443069,60.3617291142313,12.1056468677673
